ID_Proyecto,Tecnologia,Operador,Capacidad_Instalada_MW,Generacion_Diaria_MWh,Eficiencia_Planta_Pct,Conectado_SIN,Estado_Actual,Inversion_Inicial_MUSD,Fecha_Entrada_Operacion
PLANT_072,Biomasa,Empresa Privada Local,132.5,51.5,36.5,True,En Construcción,13.63,2020-02-27
PLANT_073,Biomasa,Empresa Privada Local,28.67,950.75,30.9,True,Mantenimiento,35.37,2023-05-30
PLANT_074,Biomasa,Isagen,114.39,645.33,77.7,True,En Planeación,1.7,2023-12-10
PLANT_075,Biomasa,Enel,37.46,826.74,87.7,True,En Construcción,3.43,2020-12-27
PLANT_076,Eólica Onshore,AES,56.09,270.22,44.6,True,En Construcción,30.37,2022-05-06
PLANT_077,Solar Fotovoltaica,EPM,44.13,450.94,75.1,True,Operación Comercial,17.74,2024-07-16
PLANT_078,Pequeña Hidroeléctrica (PCH),EPM,36.98,999.1,86.8,True,Mantenimiento,47.71,2020-09-10
PLANT_079,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,165.23,1448.3,82.7,True,En Construcción,45.26,2022-03-09
PLANT_080,Biomasa,EPM,57.5,85.12,29.6,True,En Construcción,35.97,2021-11-07
PLANT_081,Pequeña Hidroeléctrica (PCH),Enel,185.46,1336.67,91.5,True,Operación Comercial,41.09,2020-11-20
PLANT_082,Biomasa,Enel,194.0,869.55,45.1,False,Operación Comercial,33.7,2022-11-25
PLANT_083,Eólica Onshore,Celsia,114.47,850.24,42.1,False,Mantenimiento,7.15,2023-04-27
PLANT_084,Eólica Onshore,Celsia,29.03,755.42,20.0,True,En Planeación,38.51,2024-06-07
PLANT_085,Solar Fotovoltaica,EPM,75.22,113.4,53.9,True,En Planeación,11.3,2020-10-29
PLANT_086,Eólica Onshore,AES,159.65,143.92,23.7,True,Pruebas,16.85,2020-12-03
PLANT_087,Eólica Onshore,Celsia,73.79,905.36,34.9,True,En Construcción,41.14,2023-07-23
PLANT_088,Solar Fotovoltaica,Celsia,17.86,518.03,40.4,True,Mantenimiento,27.29,2022-11-25
PLANT_089,Pequeña Hidroeléctrica (PCH),Enel,111.58,1376.73,79.7,True,En Construcción,43.14,2020-02-04
PLANT_090,Biomasa,AES,169.1,615.82,85.0,True,Mantenimiento,11.44,2023-01-12
PLANT_091,Biomasa,Empresa Privada Local,159.29,223.49,39.2,True,Mantenimiento,30.78,2022-09-02
PLANT_092,Pequeña Hidroeléctrica (PCH),EPM,35.44,1074.93,83.7,True,Mantenimiento,5.11,2021-02-03
PLANT_093,Solar Fotovoltaica,Celsia,134.72,447.1,83.6,True,En Construcción,32.51,2022-01-18
PLANT_094,Pequeña Hidroeléctrica (PCH),AES,44.49,792.95,76.2,False,Operación Comercial,38.36,2022-12-23
PLANT_095,Eólica Onshore,AES,44.03,1049.77,26.7,True,En Construcción,29.66,2024-08-30
PLANT_096,Solar Fotovoltaica,EPM,174.88,1351.39,70.2,True,Mantenimiento,14.05,2021-09-04
PLANT_097,Solar Fotovoltaica,AES,50.31,1190.36,90.6,False,Pruebas,2.54,2024-11-04
PLANT_098,Solar Fotovoltaica,AES,53.02,1017.78,69.6,True,En Planeación,6.85,2021-04-14
PLANT_099,Biomasa,AES,0.63,1022.65,41.5,True,Mantenimiento,31.49,2022-06-16
PLANT_100,Pequeña Hidroeléctrica (PCH),Celsia,174.2,1419.43,55.0,True,Pruebas,46.79,2021-02-02
PLANT_101,Solar Fotovoltaica,EPM,158.62,450.78,66.7,True,Operación Comercial,11.12,2024-10-28
PLANT_102,Solar Fotovoltaica,AES,125.65,11.66,55.8,True,Mantenimiento,37.02,2020-08-31
PLANT_103,Solar Fotovoltaica,AES,150.18,415.21,24.6,True,Pruebas,43.46,2022-09-11
PLANT_104,Pequeña Hidroeléctrica (PCH),Celsia,30.83,334.66,40.0,True,Mantenimiento,26.52,2021-11-14
PLANT_105,Biomasa,EPM,91.94,996.13,79.2,True,En Construcción,33.79,2020-12-02
PLANT_106,Eólica Onshore,Enel,70.57,954.23,83.9,True,Pruebas,40.94,2023-06-09
PLANT_107,Biomasa,Celsia,19.21,894.26,26.0,False,En Construcción,13.77,2023-12-29
PLANT_108,Solar Fotovoltaica,EPM,97.48,34.2,91.2,True,En Construcción,15.55,2022-12-25
PLANT_109,Biomasa,AES,184.19,1095.88,41.3,True,Pruebas,1.03,2023-01-07
PLANT_110,Biomasa,EPM,8.49,492.06,68.0,True,En Planeación,48.19,2021-07-21
PLANT_111,Eólica Onshore,EPM,58.65,1000.93,75.1,True,Pruebas,45.96,2022-10-15
PLANT_112,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,41.9,839.3,80.0,False,En Planeación,38.46,2021-10-05
PLANT_113,Pequeña Hidroeléctrica (PCH),EPM,48.01,520.67,90.7,True,Mantenimiento,4.87,2024-09-29
PLANT_114,Biomasa,Enel,181.73,210.52,40.0,True,Mantenimiento,22.93,2023-10-11
PLANT_115,Biomasa,EPM,93.88,150.68,83.7,True,Pruebas,5.99,2023-08-30
PLANT_116,Pequeña Hidroeléctrica (PCH),Enel,93.53,1248.96,25.5,True,Mantenimiento,1.78,2024-01-24
PLANT_117,Pequeña Hidroeléctrica (PCH),AES,152.23,1378.41,71.4,True,Operación Comercial,31.19,2020-02-27
PLANT_118,Eólica Onshore,Enel,31.32,978.18,74.4,True,En Construcción,48.08,2021-09-25
PLANT_119,Solar Fotovoltaica,AES,97.71,164.12,69.2,True,En Construcción,45.24,2022-05-11
PLANT_120,Biomasa,AES,86.28,609.02,35.2,True,En Planeación,35.14,2024-01-19
PLANT_121,Pequeña Hidroeléctrica (PCH),Enel,119.58,1096.12,84.8,True,Mantenimiento,5.74,2022-11-17
PLANT_122,Biomasa,Celsia,199.91,1171.93,28.5,True,En Planeación,14.43,2022-06-04
PLANT_123,Biomasa,Isagen,154.01,186.15,19.3,True,En Construcción,16.68,2022-05-17
PLANT_124,Pequeña Hidroeléctrica (PCH),EPM,79.87,10.05,72.4,True,En Construcción,38.39,2020-10-14
PLANT_125,Eólica Onshore,Empresa Privada Local,165.6,1071.08,53.0,False,Mantenimiento,40.31,2024-01-13
PLANT_126,Biomasa,Isagen,34.56,541.33,82.9,True,Operación Comercial,19.87,2023-10-27
PLANT_127,Eólica Onshore,EPM,6.58,389.18,45.7,True,Operación Comercial,21.48,2022-06-10
PLANT_128,Pequeña Hidroeléctrica (PCH),EPM,41.29,29.22,28.5,True,Mantenimiento,3.18,2023-08-19
PLANT_129,Solar Fotovoltaica,AES,68.41,815.05,81.9,True,Mantenimiento,15.17,2021-04-27
PLANT_130,Solar Fotovoltaica,EPM,102.36,1278.21,58.9,True,En Planeación,23.11,2023-08-27
PLANT_131,Biomasa,Empresa Privada Local,123.22,1436.87,30.1,True,Mantenimiento,6.73,2022-02-01
PLANT_132,Pequeña Hidroeléctrica (PCH),EPM,182.17,852.96,72.6,True,Operación Comercial,23.21,2024-11-21
PLANT_133,Eólica Onshore,Enel,102.22,776.55,55.9,True,Mantenimiento,42.81,2020-11-15
PLANT_134,Biomasa,Isagen,100.5,136.73,63.3,True,En Planeación,29.48,2020-03-10
PLANT_135,Pequeña Hidroeléctrica (PCH),Enel,10.52,827.82,51.9,True,En Planeación,4.87,2020-02-13
PLANT_136,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,7.46,576.17,81.3,True,En Planeación,10.39,2023-09-06
PLANT_137,Eólica Onshore,EPM,110.46,914.63,81.4,True,En Planeación,24.25,2023-09-29
PLANT_138,Biomasa,Empresa Privada Local,87.92,589.2,71.8,False,Pruebas,18.71,2021-03-28
PLANT_139,Pequeña Hidroeléctrica (PCH),AES,167.92,368.05,23.4,True,Mantenimiento,18.58,2021-07-21
PLANT_140,Pequeña Hidroeléctrica (PCH),Enel,32.56,151.5,82.1,True,En Construcción,26.93,2022-06-10
PLANT_141,Pequeña Hidroeléctrica (PCH),Enel,5.48,479.23,68.7,True,Mantenimiento,29.64,2024-04-27
PLANT_142,Eólica Onshore,Celsia,90.08,154.0,70.8,True,Pruebas,40.05,2021-07-13
PLANT_143,Biomasa,EPM,47.88,273.58,44.0,True,En Planeación,17.71,2020-07-27
PLANT_144,Biomasa,AES,10.4,1481.13,85.3,True,Pruebas,40.47,2022-11-29
PLANT_145,Biomasa,Enel,145.06,671.71,73.0,True,Operación Comercial,17.59,2021-05-25
PLANT_146,Biomasa,Enel,22.76,802.49,24.0,True,Operación Comercial,3.72,2024-10-22
PLANT_147,Solar Fotovoltaica,AES,121.86,1311.69,47.6,True,Mantenimiento,28.16,2023-06-14
PLANT_148,Solar Fotovoltaica,Empresa Privada Local,56.57,1493.4,85.9,True,Mantenimiento,29.81,2023-05-18
PLANT_149,Biomasa,Empresa Privada Local,35.11,878.24,18.8,True,En Construcción,46.79,2021-12-24
PLANT_150,Eólica Onshore,EPM,76.26,1220.59,91.9,True,En Construcción,36.58,2024-07-06
PLANT_151,Solar Fotovoltaica,Celsia,160.39,497.14,69.3,True,Operación Comercial,45.97,2020-11-19
PLANT_152,Pequeña Hidroeléctrica (PCH),Enel,78.72,465.56,65.5,False,En Planeación,45.51,2021-11-24
PLANT_153,Solar Fotovoltaica,Celsia,150.28,610.03,36.6,True,Pruebas,30.62,2022-09-26
PLANT_154,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,25.53,1012.04,34.9,True,En Construcción,26.86,2020-04-02
PLANT_155,Biomasa,Empresa Privada Local,154.67,1026.47,90.4,True,En Construcción,28.31,2022-09-22
PLANT_156,Solar Fotovoltaica,Isagen,47.77,479.71,38.9,False,En Planeación,48.94,2021-12-28
PLANT_157,Eólica Onshore,EPM,135.64,208.48,77.0,True,En Planeación,38.89,2023-08-12
PLANT_158,Solar Fotovoltaica,Isagen,113.37,952.27,46.4,False,Mantenimiento,6.21,2022-03-30
PLANT_159,Solar Fotovoltaica,Isagen,185.86,201.21,26.1,True,Pruebas,39.14,2024-03-27
PLANT_160,Solar Fotovoltaica,Isagen,77.77,871.95,15.9,True,En Planeación,9.36,2024-02-01
PLANT_161,Biomasa,EPM,13.7,1043.2,58.5,False,En Construcción,22.92,2021-07-01
PLANT_162,Eólica Onshore,EPM,4.32,1053.91,93.1,True,En Construcción,11.31,2023-07-26
PLANT_163,Solar Fotovoltaica,AES,165.46,1132.67,44.5,True,Operación Comercial,34.79,2023-05-22
PLANT_164,Eólica Onshore,Celsia,105.18,1310.56,43.6,True,En Planeación,43.99,2022-03-02
PLANT_165,Biomasa,Celsia,155.16,754.94,42.5,True,Mantenimiento,15.23,2022-12-19
PLANT_166,Pequeña Hidroeléctrica (PCH),AES,47.27,1098.07,56.6,False,Pruebas,5.02,2022-04-24
PLANT_167,Solar Fotovoltaica,AES,69.34,932.57,50.3,True,Mantenimiento,15.63,2023-11-05
PLANT_168,Eólica Onshore,Empresa Privada Local,6.51,288.09,85.4,True,En Construcción,33.95,2022-09-12
PLANT_169,Eólica Onshore,Isagen,192.32,48.28,55.4,True,Mantenimiento,17.11,2020-08-04
PLANT_170,Biomasa,AES,133.74,433.97,55.6,True,En Construcción,14.63,2024-02-16
PLANT_171,Solar Fotovoltaica,Enel,186.67,670.12,26.1,True,En Construcción,10.04,2023-10-13
PLANT_172,Pequeña Hidroeléctrica (PCH),Celsia,53.47,929.49,93.6,True,En Construcción,25.38,2021-02-26
PLANT_173,Eólica Onshore,AES,122.49,1276.44,35.0,True,En Construcción,14.52,2022-12-04
PLANT_174,Solar Fotovoltaica,Enel,135.86,302.41,20.9,False,En Construcción,36.82,2024-04-19
PLANT_175,Pequeña Hidroeléctrica (PCH),Enel,63.85,197.07,68.1,True,Operación Comercial,4.75,2020-02-03
PLANT_176,Eólica Onshore,Enel,169.7,1445.59,62.6,True,Mantenimiento,33.54,2024-06-10
PLANT_177,Eólica Onshore,Empresa Privada Local,189.46,170.99,48.2,False,Operación Comercial,12.64,2021-12-06
PLANT_178,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,177.03,722.95,48.8,True,Operación Comercial,24.97,2024-07-21
PLANT_179,Pequeña Hidroeléctrica (PCH),Enel,147.94,882.49,77.8,True,En Planeación,15.02,2022-08-06
PLANT_180,Biomasa,Empresa Privada Local,55.85,816.65,30.7,True,En Planeación,36.42,2020-05-26
PLANT_181,Solar Fotovoltaica,Isagen,56.68,138.19,80.6,True,En Planeación,47.32,2023-04-08
PLANT_182,Solar Fotovoltaica,Enel,192.69,94.97,66.9,True,Pruebas,45.94,2022-09-25
PLANT_183,Biomasa,Isagen,2.55,167.17,48.5,False,En Planeación,29.59,2022-10-01
PLANT_184,Eólica Onshore,Isagen,143.35,882.53,51.6,True,Mantenimiento,23.67,2023-03-20
PLANT_185,Pequeña Hidroeléctrica (PCH),Enel,141.4,821.07,35.5,True,Operación Comercial,41.1,2023-04-23
PLANT_186,Pequeña Hidroeléctrica (PCH),Celsia,124.73,358.27,75.2,True,Mantenimiento,34.48,2020-10-08
PLANT_187,Pequeña Hidroeléctrica (PCH),Enel,198.03,960.28,56.0,True,En Planeación,9.99,2022-12-11
PLANT_188,Eólica Onshore,Enel,62.72,1231.9,40.7,True,Pruebas,41.23,2020-05-09
PLANT_189,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,68.32,71.95,62.7,True,Pruebas,22.02,2023-02-17
PLANT_190,Pequeña Hidroeléctrica (PCH),Enel,16.25,752.21,94.7,True,Operación Comercial,10.26,2021-05-22
PLANT_191,Biomasa,Celsia,88.84,1037.07,49.8,True,Mantenimiento,14.81,2021-11-02
PLANT_192,Eólica Onshore,Empresa Privada Local,52.58,385.94,88.7,True,En Construcción,14.11,2024-01-24
PLANT_193,Solar Fotovoltaica,EPM,69.01,468.58,42.6,True,Mantenimiento,26.44,2022-12-31
PLANT_194,Biomasa,EPM,167.0,924.32,19.4,True,En Planeación,12.48,2022-07-05
PLANT_195,Biomasa,Isagen,187.13,1347.92,31.3,True,En Construcción,7.05,2022-04-27
PLANT_196,Solar Fotovoltaica,Isagen,37.55,1216.79,48.5,True,Pruebas,7.06,2021-09-26
PLANT_197,Biomasa,Celsia,74.82,878.86,32.6,True,Operación Comercial,29.58,2020-01-01
PLANT_198,Eólica Onshore,AES,185.76,1098.03,15.0,True,Operación Comercial,37.0,2023-09-09
PLANT_199,Pequeña Hidroeléctrica (PCH),EPM,12.83,553.59,88.2,True,Pruebas,16.76,2020-10-30
PLANT_200,Eólica Onshore,Isagen,18.93,965.04,82.5,True,En Planeación,2.7,2020-05-18
PLANT_201,Solar Fotovoltaica,EPM,32.98,704.61,74.4,True,Pruebas,7.23,2020-12-09
PLANT_202,Solar Fotovoltaica,Celsia,119.24,293.0,28.4,True,En Planeación,45.82,2022-11-19
PLANT_203,Biomasa,Celsia,30.52,1055.59,24.6,True,En Construcción,25.18,2020-11-21
PLANT_204,Eólica Onshore,AES,193.63,839.13,20.4,True,Pruebas,23.23,2020-12-19
PLANT_205,Eólica Onshore,AES,89.62,544.35,72.9,True,En Planeación,2.86,2021-05-12
PLANT_206,Solar Fotovoltaica,Empresa Privada Local,100.55,1367.9,89.3,True,En Construcción,36.7,2021-12-29
PLANT_207,Eólica Onshore,Celsia,49.71,41.19,49.4,True,Pruebas,26.88,2021-01-01
PLANT_208,Solar Fotovoltaica,Isagen,94.46,480.5,24.5,True,Operación Comercial,10.9,2022-03-09
PLANT_209,Eólica Onshore,EPM,132.55,94.75,56.0,True,Pruebas,6.39,2023-12-01
PLANT_210,Eólica Onshore,Enel,150.36,1152.13,42.9,True,Mantenimiento,19.79,2023-11-16
PLANT_211,Eólica Onshore,AES,150.9,1056.14,45.0,True,Pruebas,42.02,2023-02-03
PLANT_212,Solar Fotovoltaica,Enel,115.79,503.71,64.7,True,Mantenimiento,43.4,2023-06-13
PLANT_213,Biomasa,Isagen,180.92,1016.74,72.5,False,En Construcción,30.54,2021-07-15
PLANT_214,Eólica Onshore,AES,163.57,599.95,23.8,True,Pruebas,36.65,2021-12-07
PLANT_215,Solar Fotovoltaica,Enel,151.53,1136.82,17.8,True,En Construcción,6.64,2020-09-16
PLANT_216,Solar Fotovoltaica,Isagen,11.59,686.73,94.5,False,En Construcción,29.82,2023-02-22
PLANT_217,Eólica Onshore,EPM,1.87,624.3,33.6,True,En Planeación,33.68,2021-12-18
PLANT_218,Eólica Onshore,Isagen,42.88,1402.75,19.3,True,En Construcción,10.83,2022-09-01
PLANT_219,Biomasa,Empresa Privada Local,132.87,383.81,30.2,True,En Construcción,44.13,2020-11-02
PLANT_220,Solar Fotovoltaica,AES,82.53,189.47,18.1,True,Pruebas,10.55,2023-08-03
PLANT_221,Solar Fotovoltaica,Celsia,80.78,880.97,46.3,True,Pruebas,16.36,2021-12-16
PLANT_222,Pequeña Hidroeléctrica (PCH),EPM,176.98,1454.29,79.2,True,Operación Comercial,31.41,2021-07-16
PLANT_223,Solar Fotovoltaica,Enel,179.16,572.98,42.3,True,En Planeación,32.28,2023-07-30
PLANT_224,Biomasa,AES,181.88,102.43,50.5,False,En Construcción,35.27,2023-08-16
PLANT_225,Pequeña Hidroeléctrica (PCH),Celsia,63.12,515.56,69.0,True,En Planeación,6.49,2021-08-09
PLANT_226,Pequeña Hidroeléctrica (PCH),Isagen,138.37,763.84,55.7,True,Mantenimiento,42.62,2020-04-28
PLANT_227,Pequeña Hidroeléctrica (PCH),Celsia,54.69,251.27,83.9,True,En Construcción,27.11,2022-09-18
PLANT_228,Eólica Onshore,AES,38.53,990.57,84.3,True,En Planeación,24.09,2023-06-01
PLANT_229,Eólica Onshore,AES,37.33,1496.65,15.8,True,Operación Comercial,49.07,2024-03-14
PLANT_230,Solar Fotovoltaica,Empresa Privada Local,68.75,683.09,77.2,True,Operación Comercial,37.28,2021-05-15
PLANT_231,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,86.28,538.55,51.9,True,En Construcción,6.78,2022-03-09
PLANT_232,Biomasa,Celsia,166.27,607.05,94.1,True,Mantenimiento,38.07,2023-05-31
PLANT_233,Eólica Onshore,Isagen,24.42,181.57,53.7,True,Operación Comercial,5.67,2022-04-26
PLANT_234,Biomasa,Celsia,147.12,1326.08,94.0,True,Operación Comercial,2.35,2020-08-08
PLANT_235,Biomasa,AES,106.53,628.09,75.4,True,Mantenimiento,20.78,2024-05-06
PLANT_236,Eólica Onshore,AES,57.95,587.04,34.9,True,En Planeación,49.69,2023-11-04
PLANT_237,Eólica Onshore,Enel,98.82,992.94,58.1,False,Operación Comercial,9.57,2022-04-03
PLANT_238,Eólica Onshore,Empresa Privada Local,60.34,668.63,94.4,True,Pruebas,33.96,2024-06-24
PLANT_239,Eólica Onshore,Enel,119.42,975.87,83.6,True,Operación Comercial,9.5,2022-11-05
PLANT_240,Pequeña Hidroeléctrica (PCH),EPM,87.05,101.55,22.8,True,En Planeación,36.51,2021-06-16
PLANT_241,Pequeña Hidroeléctrica (PCH),AES,33.3,1222.45,71.5,True,En Planeación,25.76,2021-12-14
PLANT_242,Pequeña Hidroeléctrica (PCH),Enel,23.76,1411.35,42.6,True,En Construcción,34.32,2024-06-29
PLANT_243,Pequeña Hidroeléctrica (PCH),Celsia,109.57,976.66,15.6,True,Pruebas,10.94,2022-04-29
PLANT_244,Solar Fotovoltaica,Empresa Privada Local,180.53,1432.3,47.3,True,En Planeación,37.54,2021-10-08
PLANT_245,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,69.12,235.63,33.8,True,Mantenimiento,49.79,2024-10-27
